date,webpage,brand,impressions,clicks,revenue,rev / conv
5/12/23,runnation.com,Mizuno,875,45,$100,$50
5/12/23,runnation.com,Under Armour,610,35,$20,$20
5/13/23,runnation.com,On Cloud,10639,1098,"$5,280",$60
5/13/23,runnation.com,Hoka,9417,577,"$2,418",$62
5/13/23,runnation.com,Nike,4641,351,$690,$30
5/13/23,runnation.com,Asics,4231,175,$280,$35
5/13/23,runnation.com,Brooks,4154,403,"$1,440",$40
5/13/23,runnation.com,New Balance,4022,249,$455,$35
5/13/23,runnation.com,Saucony,3508,286,$855,$45
5/13/23,runnation.com,Adidas,3459,176,$352,$44
5/13/23,runnation.com,Altra,2705,188,$360,$40
5/13/23,runnation.com,Mizuno,1078,74,$150,$50
5/13/23,runnation.com,Under Armour,730,52,$40,$20
5/14/23,runnation.com,Hoka,9867,545,"$2,928",$61
5/14/23,runnation.com,On Cloud,9092,647,"$2,400",$60
5/14/23,runnation.com,New Balance,4862,255,$420,$35
5/14/23,runnation.com,Nike,4649,261,$480,$30
5/14/23,runnation.com,Asics,4374,180,$245,$35
5/14/23,runnation.com,Saucony,3839,270,$765,$45
5/14/23,runnation.com,Adidas,3440,221,$574,$41
5/14/23,runnation.com,Brooks,3388,389,"$1,200",$40
5/14/23,runnation.com,Altra,2689,143,$280,$40
5/14/23,runnation.com,Mizuno,1184,84,$250,$50
5/14/23,runnation.com,Under Armour,710,32,$40,$20
5/15/23,runnation.com,On Cloud,10867,922,"$3,420",$60
5/15/23,runnation.com,Hoka,9893,803,"$3,256",$74
5/15/23,runnation.com,New Balance,5785,352,$560,$35
5/15/23,runnation.com,Nike,5505,448,"$1,020",$30
5/15/23,runnation.com,Asics,3972,237,$350,$35
5/15/23,runnation.com,Brooks,3528,407,"$1,160",$40
5/15/23,runnation.com,Saucony,3305,256,$810,$45
5/15/23,runnation.com,Adidas,3198,237,$574,$41
5/15/23,runnation.com,Altra,2730,127,$240,$40
5/15/23,runnation.com,Mizuno,843,50,$100,$50
5/15/23,runnation.com,Under Armour,641,40,$20,$20
5/16/23,runnation.com,Hoka,8915,704,"$3,712",$64
5/16/23,runnation.com,On Cloud,8604,676,"$2,520",$60
5/16/23,runnation.com,Nike,5528,364,$690,$30
5/16/23,runnation.com,New Balance,4835,245,$385,$35
5/16/23,runnation.com,Asics,4091,278,$455,$35
5/16/23,runnation.com,Saucony,3996,384,"$1,305",$45
5/16/23,runnation.com,Brooks,3994,439,"$1,600",$40
5/16/23,runnation.com,Adidas,2958,208,$533,$41
5/16/23,runnation.com,Altra,2771,204,$480,$40
5/16/23,runnation.com,Mizuno,949,85,$150,$50
5/16/23,runnation.com,Under Armour,622,42,$40,$20
5/17/23,runnation.com,Hoka,10794,671,"$3,591",$63
5/17/23,runnation.com,On Cloud,8488,879,"$3,600",$60
5/17/23,runnation.com,Nike,4939,345,$780,$30
5/17/23,runnation.com,New Balance,4691,299,$560,$35
5/17/23,runnation.com,Saucony,4531,329,$990,$45
5/17/23,runnation.com,Asics,4517,239,$280,$35
5/17/23,runnation.com,Brooks,3081,362,$960,$40
5/17/23,runnation.com,Adidas,3007,270,$602,$43
5/17/23,runnation.com,Altra,2919,223,$520,$40
5/17/23,runnation.com,Mizuno,1090,74,$200,$50
5/17/23,runnation.com,Under Armour,624,50,$40,$20
5/18/23,runnation.com,Hoka,11196,973,"$5,022",$62
5/18/23,runnation.com,On Cloud,10384,1069,"$5,580",$60
5/18/23,runnation.com,New Balance,6141,403,$525,$35
5/18/23,runnation.com,Asics,4588,244,$350,$35
5/18/23,runnation.com,Nike,4229,222,$540,$30
5/18/23,runnation.com,Saucony,3479,294,"$1,035",$45
5/18/23,runnation.com,Brooks,3069,261,$800,$40
5/18/23,runnation.com,Altra,2957,163,$360,$40
5/18/23,runnation.com,Adidas,2932,192,$504,$42
5/18/23,runnation.com,Mizuno,865,59,$200,$50
5/18/23,runnation.com,Under Armour,716,41,$20,$20
5/19/23,runnation.com,Hoka,10058,524,"$2,117",$73
5/19/23,runnation.com,On Cloud,9738,702,"$2,640",$60
5/19/23,runnation.com,New Balance,4855,416,$875,$35
5/19/23,runnation.com,Nike,4520,379,$780,$30
5/19/23,runnation.com,Asics,4204,226,$280,$35
5/19/23,runnation.com,Brooks,3684,394,"$1,160",$40
5/19/23,runnation.com,Saucony,3494,194,$630,$45
5/19/23,runnation.com,Altra,2877,217,$480,$40
5/19/23,runnation.com,Adidas,2587,196,$369,$41
5/19/23,runnation.com,Mizuno,988,63,$150,$50
5/19/23,runnation.com,Under Armour,516,25,$20,$20
5/20/23,runnation.com,On Cloud,10175,847,"$2,940",$60
5/20/23,runnation.com,Hoka,10041,897,"$3,286",$62
5/20/23,runnation.com,Nike,4800,357,$840,$30
5/20/23,runnation.com,Asics,4586,198,$210,$35
5/20/23,runnation.com,Brooks,4492,412,"$1,160",$40
5/20/23,runnation.com,New Balance,4474,391,$630,$35
5/20/23,runnation.com,Saucony,3942,308,"$1,125",$45
5/20/23,runnation.com,Adidas,3317,265,$533,$41
5/20/23,runnation.com,Altra,2722,133,$280,$40
5/20/23,runnation.com,Mizuno,1189,58,$150,$50
5/20/23,runnation.com,Under Armour,576,45,$20,$20
5/21/23,runnation.com,On Cloud,9860,1013,"$4,380",$60
5/21/23,runnation.com,Hoka,8891,623,"$3,225",$75
5/21/23,runnation.com,New Balance,6408,528,$910,$35
5/21/23,runnation.com,Nike,5365,333,$750,$30
5/21/23,runnation.com,Saucony,4581,344,"$1,215",$45
5/21/23,runnation.com,Asics,3901,192,$280,$35
5/21/23,runnation.com,Adidas,3290,295,$645,$43
5/21/23,runnation.com,Brooks,3180,331,$840,$40
5/21/23,runnation.com,Altra,2950,190,$400,$40
5/21/23,runnation.com,Mizuno,1127,58,$100,$50
5/21/23,runnation.com,Under Armour,739,47,$40,$20
5/22/23,runnation.com,On Cloud,10277,618,"$2,400",$60
5/22/23,runnation.com,Hoka,9599,591,"$2,048",$64
5/22/23,runnation.com,New Balance,5201,408,$840,$35
5/22/23,runnation.com,Saucony,4686,359,"$1,260",$45
5/22/23,runnation.com,Nike,4435,284,$660,$30
5/22/23,runnation.com,Asics,4266,244,$210,$35
5/22/23,runnation.com,Brooks,3202,345,"$1,160",$40
5/22/23,runnation.com,Altra,2687,147,$320,$40
5/22/23,runnation.com,Adidas,2652,174,$504,$42
5/22/23,runnation.com,Mizuno,814,43,$100,$50
5/22/23,runnation.com,Under Armour,559,24,$20,$20
5/23/23,runnation.com,Hoka,9164,476,"$1,972",$68
5/23/23,runnation.com,On Cloud,8676,731,"$3,900",$60
5/23/23,runnation.com,New Balance,6147,418,$770,$35
5/23/23,runnation.com,Nike,4604,342,$780,$30
5/23/23,runnation.com,Asics,4486,288,$525,$35
5/23/23,runnation.com,Brooks,3729,347,$920,$40
5/23/23,runnation.com,Saucony,3620,206,$630,$45
5/23/23,runnation.com,Adidas,2800,153,$344,$43
5/23/23,runnation.com,Altra,2598,180,$400,$40
5/23/23,runnation.com,Mizuno,1058,68,$200,$50
5/23/23,runnation.com,Under Armour,552,34,$40,$20
5/24/23,runnation.com,On Cloud,10247,635,"$3,360",$60
5/24/23,runnation.com,Hoka,9524,565,"$3,337",$71
5/24/23,runnation.com,New Balance,5926,526,$805,$35
5/24/23,runnation.com,Saucony,4788,441,"$1,440",$45
5/24/23,runnation.com,Nike,4614,278,$690,$30
5/24/23,runnation.com,Asics,3949,192,$280,$35
5/24/23,runnation.com,Adidas,3334,196,$616,$44
5/24/23,runnation.com,Brooks,3205,258,$800,$40
5/24/23,runnation.com,Altra,2665,137,$280,$40
5/24/23,runnation.com,Mizuno,1002,44,$100,$50
5/24/23,runnation.com,Under Armour,578,37,$20,$20
5/25/23,runnation.com,Hoka,10391,930,"$3,591",$63
5/25/23,runnation.com,On Cloud,8578,625,"$2,700",$60
5/25/23,runnation.com,New Balance,6248,454,$665,$35
5/25/23,runnation.com,Saucony,4539,354,"$1,215",$45
5/25/23,runnation.com,Nike,4433,287,$600,$30
5/25/23,runnation.com,Asics,4358,189,$245,$35
5/25/23,runnation.com,Brooks,4127,491,"$1,440",$40
5/25/23,runnation.com,Adidas,3360,214,$516,$43
5/25/23,runnation.com,Altra,2654,207,$360,$40
5/25/23,runnation.com,Mizuno,980,44,$100,$50
5/25/23,runnation.com,Under Armour,677,45,$20,$20
5/26/23,runnation.com,Hoka,9095,485,"$2,170",$62
5/26/23,runnation.com,On Cloud,9026,734,"$2,220",$60
5/26/23,runnation.com,New Balance,5310,376,$735,$35
5/26/23,runnation.com,Nike,4825,310,$630,$30
5/26/23,runnation.com,Saucony,4491,401,"$1,125",$45
5/26/23,runnation.com,Asics,4095,259,$245,$35
5/26/23,runnation.com,Brooks,3092,335,$840,$40
5/26/23,runnation.com,Altra,2606,140,$240,$40
5/26/23,runnation.com,Adidas,2539,201,$410,$41
5/26/23,runnation.com,Mizuno,1099,52,$150,$50
5/26/23,runnation.com,Under Armour,658,36,$20,$20
5/27/23,runnation.com,Hoka,10767,602,"$3,050",$61
5/27/23,runnation.com,On Cloud,10615,771,"$3,000",$60
5/27/23,runnation.com,Nike,5400,462,"$1,050",$30
5/27/23,runnation.com,New Balance,5078,380,$665,$35
5/27/23,runnation.com,Asics,4008,249,$280,$35
5/27/23,runnation.com,Saucony,3997,244,$900,$45
5/27/23,runnation.com,Brooks,3004,263,$720,$40
5/27/23,runnation.com,Altra,2697,187,$360,$40
5/27/23,runnation.com,Adidas,2612,204,$378,$42
5/27/23,runnation.com,Mizuno,947,63,$150,$50
5/27/23,runnation.com,Under Armour,706,57,$40,$20
5/28/23,runnation.com,On Cloud,9384,675,"$3,060",$60
5/28/23,runnation.com,Hoka,8606,656,"$3,243",$69
5/28/23,runnation.com,New Balance,5993,390,$735,$35
5/28/23,runnation.com,Saucony,4698,236,$720,$45
5/28/23,runnation.com,Nike,4332,318,$660,$30
5/28/23,runnation.com,Brooks,4095,335,"$1,160",$40
5/28/23,runnation.com,Asics,3909,213,$210,$35
5/28/23,runnation.com,Altra,2696,159,$360,$40
5/28/23,runnation.com,Adidas,2505,187,$352,$44
5/28/23,runnation.com,Mizuno,846,68,$200,$50
5/28/23,runnation.com,Under Armour,530,40,$40,$20
5/29/23,runnation.com,On Cloud,10564,1013,"$4,860",$60
5/29/23,runnation.com,Hoka,9809,741,"$3,200",$64
5/29/23,runnation.com,New Balance,6002,512,"$1,050",$35
5/29/23,runnation.com,Nike,5258,457,"$1,020",$30
5/29/23,runnation.com,Brooks,4242,485,"$1,720",$40
5/29/23,runnation.com,Asics,4095,225,$350,$35
5/29/23,runnation.com,Saucony,3671,312,$990,$45
5/29/23,runnation.com,Adidas,3221,193,$336,$42
5/29/23,runnation.com,Altra,2517,117,$240,$40
5/29/23,runnation.com,Mizuno,1074,59,$150,$50
5/29/23,runnation.com,Under Armour,619,42,$40,$20
5/30/23,runnation.com,On Cloud,10605,657,"$2,280",$60
5/30/23,runnation.com,Hoka,9497,607,"$2,592",$72
5/30/23,runnation.com,New Balance,5897,306,$350,$35
5/30/23,runnation.com,Nike,4780,367,$900,$30
5/30/23,runnation.com,Asics,4559,265,$245,$35
5/30/23,runnation.com,Saucony,3580,353,$990,$45
5/30/23,runnation.com,Brooks,3526,389,"$1,360",$40
5/30/23,runnation.com,Altra,2895,166,$360,$40
5/30/23,runnation.com,Adidas,2539,204,$546,$42
5/30/23,runnation.com,Mizuno,1164,54,$200,$50
5/30/23,runnation.com,Under Armour,515,28,$40,$20
5/31/23,runnation.com,On Cloud,11138,999,"$4,800",$60
5/31/23,runnation.com,Hoka,9734,827,"$3,960",$72
5/31/23,runnation.com,New Balance,4775,422,$805,$35
5/31/23,runnation.com,Nike,4483,343,$660,$30
5/31/23,runnation.com,Saucony,4388,245,$855,$45
5/31/23,runnation.com,Asics,3934,194,$175,$35
5/31/23,runnation.com,Brooks,3063,350,"$1,240",$40
5/31/23,runnation.com,Adidas,2719,156,$287,$41
5/31/23,runnation.com,Altra,2523,183,$440,$40
5/31/23,runnation.com,Mizuno,815,52,$150,$50
5/31/23,runnation.com,Under Armour,588,32,$20,$20
6/1/23,runnation.com,Hoka,9392,579,"$2,867",$61
6/1/23,runnation.com,On Cloud,8957,629,"$2,160",$60
6/1/23,runnation.com,New Balance,5841,510,$735,$35
6/1/23,runnation.com,Nike,4747,319,$600,$30
6/1/23,runnation.com,Asics,4044,198,$245,$35
6/1/23,runnation.com,Saucony,3945,312,"$1,035",$45
6/1/23,runnation.com,Brooks,3349,317,$920,$40
6/1/23,runnation.com,Adidas,2882,149,$430,$43
6/1/23,runnation.com,Altra,2637,174,$320,$40
6/1/23,runnation.com,Mizuno,1150,58,$100,$50
6/1/23,runnation.com,Under Armour,432,27,$20,$20
6/2/23,runnation.com,On Cloud,9969,760,"$2,700",$60
6/2/23,runnation.com,Hoka,9710,494,"$1,914",$66
6/2/23,runnation.com,New Balance,5155,463,$665,$35
6/2/23,runnation.com,Saucony,4131,401,"$1,305",$45
6/2/23,runnation.com,Nike,3937,325,$660,$30
6/2/23,runnation.com,Asics,3904,211,$350,$35
6/2/23,runnation.com,Brooks,3798,363,$920,$40
6/2/23,runnation.com,Adidas,2935,197,$430,$43
6/2/23,runnation.com,Altra,2517,167,$320,$40
6/2/23,runnation.com,Mizuno,996,79,$250,$50
6/2/23,runnation.com,Under Armour,581,45,$40,$20
6/3/23,runnation.com,Hoka,11774,922,"$5,084",$62
6/3/23,runnation.com,On Cloud,9046,875,"$3,540",$60
6/3/23,runnation.com,New Balance,6201,398,$455,$35
6/3/23,runnation.com,Nike,4781,241,$510,$30
6/3/23,runnation.com,Saucony,4160,279,$765,$45
6/3/23,runnation.com,Asics,4057,197,$245,$35
6/3/23,runnation.com,Brooks,3797,392,"$1,080",$40
6/3/23,runnation.com,Adidas,3395,223,$533,$41
6/3/23,runnation.com,Altra,2582,120,$240,$40
6/3/23,runnation.com,Mizuno,863,49,$150,$50
6/3/23,runnation.com,Under Armour,479,37,$40,$20
6/4/23,runnation.com,On Cloud,10990,706,"$2,280",$60
6/4/23,runnation.com,Hoka,10614,910,"$4,216",$68
6/4/23,runnation.com,New Balance,4848,278,$595,$35
6/4/23,runnation.com,Saucony,4441,405,"$1,215",$45
6/4/23,runnation.com,Nike,4027,219,$510,$30
6/4/23,runnation.com,Asics,3905,201,$350,$35
6/4/23,runnation.com,Brooks,3386,400,"$1,080",$40
6/4/23,runnation.com,Adidas,3123,250,$616,$44
6/4/23,runnation.com,Altra,2527,180,$320,$40
6/4/23,runnation.com,Mizuno,940,83,$200,$50
6/4/23,runnation.com,Under Armour,487,26,$40,$20
6/5/23,runnation.com,On Cloud,11572,1237,"$4,920",$60
6/5/23,runnation.com,Hoka,9122,515,"$2,948",$67
6/5/23,runnation.com,New Balance,6158,370,$770,$35
6/5/23,runnation.com,Saucony,4537,245,$765,$45
6/5/23,runnation.com,Asics,4080,258,$455,$35
6/5/23,runnation.com,Brooks,4050,413,"$1,040",$40
6/5/23,runnation.com,Nike,3933,327,$720,$30
6/5/23,runnation.com,Adidas,2678,140,$405,$45
6/5/23,runnation.com,Altra,2576,114,$280,$40
6/5/23,runnation.com,Mizuno,1041,49,$150,$50
6/5/23,runnation.com,Under Armour,528,42,$20,$20
6/6/23,runnation.com,Hoka,11960,855,"$2,940",$60
6/6/23,runnation.com,On Cloud,11652,965,"$4,020",$60
6/6/23,runnation.com,New Balance,5659,464,$700,$35
6/6/23,runnation.com,Nike,5087,310,$750,$30
6/6/23,runnation.com,Asics,4054,182,$280,$35
6/6/23,runnation.com,Saucony,3554,328,$900,$45
6/6/23,runnation.com,Brooks,3452,365,"$1,240",$40
6/6/23,runnation.com,Adidas,3025,165,$378,$42
6/6/23,runnation.com,Altra,2638,123,$240,$40
6/6/23,runnation.com,Mizuno,1018,86,$200,$50
6/6/23,runnation.com,Under Armour,430,21,$20,$20
6/7/23,runnation.com,Hoka,11939,600,"$2,760",$60
6/7/23,runnation.com,On Cloud,9907,700,"$2,400",$60
6/7/23,runnation.com,New Balance,4925,277,$455,$35
6/7/23,runnation.com,Nike,4918,420,$870,$30
6/7/23,runnation.com,Saucony,4778,397,"$1,350",$45
6/7/23,runnation.com,Brooks,4417,358,"$1,000",$40
6/7/23,runnation.com,Asics,4136,287,$245,$35
6/7/23,runnation.com,Adidas,3370,226,$602,$43
6/7/23,runnation.com,Altra,2799,185,$440,$40
6/7/23,runnation.com,Mizuno,838,46,$100,$50
6/7/23,runnation.com,Under Armour,444,32,$20,$20
6/8/23,runnation.com,Hoka,10827,937,"$3,763",$71
6/8/23,runnation.com,On Cloud,9155,833,"$3,720",$60
6/8/23,runnation.com,New Balance,5358,448,$700,$35
6/8/23,runnation.com,Nike,4731,380,$810,$30
6/8/23,runnation.com,Asics,4502,304,$525,$35
6/8/23,runnation.com,Saucony,4262,417,"$1,395",$45
6/8/23,runnation.com,Brooks,3400,275,$920,$40
6/8/23,runnation.com,Adidas,3164,227,$615,$41
6/8/23,runnation.com,Altra,2689,195,$480,$40
6/8/23,runnation.com,Mizuno,1165,88,$200,$50
6/8/23,runnation.com,Under Armour,591,39,$20,$20
6/9/23,runnation.com,On Cloud,11005,862,"$3,600",$60
6/9/23,runnation.com,Hoka,9781,571,"$2,925",$75
6/9/23,runnation.com,New Balance,5419,449,$840,$35
6/9/23,runnation.com,Nike,4361,323,$780,$30
6/9/23,runnation.com,Asics,4184,209,$245,$35
6/9/23,runnation.com,Brooks,3571,421,"$1,080",$40
6/9/23,runnation.com,Saucony,3301,176,$585,$45
6/9/23,runnation.com,Adidas,2983,158,$378,$42
6/9/23,runnation.com,Altra,2642,125,$240,$40
6/9/23,runnation.com,Mizuno,820,70,$150,$50
6/9/23,runnation.com,Under Armour,463,24,$20,$20
6/10/23,runnation.com,On Cloud,11585,1236,"$4,620",$60
6/10/23,runnation.com,Hoka,11237,649,"$3,990",$70
6/10/23,runnation.com,New Balance,4679,362,$735,$35
6/10/23,runnation.com,Saucony,4607,339,$990,$45
6/10/23,runnation.com,Nike,4106,344,$780,$30
6/10/23,runnation.com,Asics,3925,189,$210,$35
6/10/23,runnation.com,Brooks,3157,271,$840,$40
6/10/23,runnation.com,Altra,2624,113,$240,$40
6/10/23,runnation.com,Adidas,2504,190,$572,$44
6/10/23,runnation.com,Mizuno,1106,56,$200,$50
6/10/23,runnation.com,Under Armour,590,44,$40,$20
6/11/23,runnation.com,On Cloud,11161,1190,"$5,040",$60
6/11/23,runnation.com,Hoka,8869,461,"$2,077",$67
6/11/23,runnation.com,Asics,4289,232,$385,$35
6/11/23,runnation.com,New Balance,4132,296,$630,$35
6/11/23,runnation.com,Nike,4095,260,$540,$30
6/11/23,runnation.com,Saucony,3984,256,$810,$45
6/11/23,runnation.com,Brooks,3569,309,"$1,000",$40
6/11/23,runnation.com,Adidas,3451,242,$731,$43
6/11/23,runnation.com,Altra,2703,210,$400,$40
6/11/23,runnation.com,Mizuno,1013,60,$150,$50
6/11/23,runnation.com,Under Armour,403,30,$40,$20
6/12/23,runnation.com,On Cloud,10760,696,"$3,360",$60
6/12/23,runnation.com,Hoka,9010,531,"$2,400",$60
6/12/23,runnation.com,New Balance,5267,435,$805,$35
6/12/23,runnation.com,Saucony,4624,368,"$1,170",$45
6/12/23,runnation.com,Asics,4394,229,$420,$35
6/12/23,runnation.com,Nike,4244,369,$780,$30
6/12/23,runnation.com,Brooks,4024,364,"$1,320",$40
6/12/23,runnation.com,Adidas,3051,247,$714,$42
6/12/23,runnation.com,Altra,2601,170,$400,$40
6/12/23,runnation.com,Mizuno,1141,46,$100,$50
6/12/23,runnation.com,Under Armour,445,24,$20,$20
6/13/23,runnation.com,Hoka,10741,549,"$2,460",$60
6/13/23,runnation.com,On Cloud,10555,1011,"$4,740",$60
6/13/23,runnation.com,Nike,5098,315,$720,$30
6/13/23,runnation.com,Asics,4375,285,$245,$35
6/13/23,runnation.com,New Balance,4322,324,$525,$35
6/13/23,runnation.com,Saucony,4214,379,"$1,260",$45
6/13/23,runnation.com,Brooks,3487,366,"$1,320",$40
6/13/23,runnation.com,Adidas,2884,159,$378,$42
6/13/23,runnation.com,Altra,2741,163,$320,$40
6/13/23,runnation.com,Mizuno,962,78,$150,$50
6/13/23,runnation.com,Under Armour,517,26,$20,$20
6/14/23,runnation.com,Hoka,9778,635,"$2,838",$66
6/14/23,runnation.com,On Cloud,8982,921,"$3,960",$60
6/14/23,runnation.com,New Balance,5702,450,$665,$35
6/14/23,runnation.com,Nike,4748,280,$570,$30
6/14/23,runnation.com,Saucony,4137,392,"$1,395",$45
6/14/23,runnation.com,Asics,4095,223,$315,$35
6/14/23,runnation.com,Adidas,3173,226,$462,$42
6/14/23,runnation.com,Brooks,3038,329,$960,$40
6/14/23,runnation.com,Altra,2693,119,$240,$40
6/14/23,runnation.com,Mizuno,1134,62,$200,$50
6/14/23,runnation.com,Under Armour,489,21,$20,$20
6/15/23,runnation.com,On Cloud,10948,880,"$4,680",$60
6/15/23,runnation.com,Hoka,10138,613,"$2,623",$61
6/15/23,runnation.com,New Balance,5738,289,$350,$35
6/15/23,runnation.com,Nike,4501,356,$810,$30
6/15/23,runnation.com,Saucony,4430,330,"$1,035",$45
6/15/23,runnation.com,Asics,4303,261,$455,$35
6/15/23,runnation.com,Brooks,3200,309,$840,$40
6/15/23,runnation.com,Adidas,2902,228,$546,$42
6/15/23,runnation.com,Altra,2591,167,$280,$40
6/15/23,runnation.com,Mizuno,1146,94,$250,$50
6/15/23,runnation.com,Under Armour,430,32,$40,$20
6/16/23,runnation.com,On Cloud,10313,897,"$4,080",$60
6/16/23,runnation.com,Hoka,9011,742,"$3,944",$68
6/16/23,runnation.com,New Balance,5801,486,$630,$35
6/16/23,runnation.com,Nike,4910,284,$630,$30
6/16/23,runnation.com,Asics,3891,236,$280,$35
6/16/23,runnation.com,Saucony,3451,276,$900,$45
6/16/23,runnation.com,Brooks,3307,371,"$1,080",$40
6/16/23,runnation.com,Adidas,2838,158,$360,$40
6/16/23,runnation.com,Altra,2535,193,$400,$40
6/16/23,runnation.com,Mizuno,834,43,$100,$50
6/16/23,runnation.com,Under Armour,484,20,$20,$20
6/17/23,runnation.com,On Cloud,11255,1181,"$4,740",$60
6/17/23,runnation.com,Hoka,9104,589,"$2,142",$63
6/17/23,runnation.com,New Balance,6178,369,$735,$35
6/17/23,runnation.com,Nike,4726,275,$660,$30
6/17/23,runnation.com,Asics,4421,192,$175,$35
6/17/23,runnation.com,Saucony,3851,328,"$1,125",$45
6/17/23,runnation.com,Brooks,3495,404,"$1,000",$40
6/17/23,runnation.com,Adidas,3252,287,$560,$40
6/17/23,runnation.com,Altra,2513,137,$320,$40
6/17/23,runnation.com,Mizuno,962,85,$200,$50
6/17/23,runnation.com,Under Armour,438,23,$20,$20
6/18/23,runnation.com,Hoka,11467,739,"$3,366",$66
6/18/23,runnation.com,On Cloud,11412,723,"$3,120",$60
6/18/23,runnation.com,New Balance,4535,351,$455,$35
6/18/23,runnation.com,Nike,4250,295,$600,$30
6/18/23,runnation.com,Saucony,3909,235,$720,$45
6/18/23,runnation.com,Asics,3827,180,$245,$35
6/18/23,runnation.com,Brooks,3512,370,"$1,000",$40
6/18/23,runnation.com,Adidas,3202,224,$546,$42
6/18/23,runnation.com,Altra,2749,210,$400,$40
6/18/23,runnation.com,Mizuno,892,66,$150,$50
6/18/23,runnation.com,Under Armour,589,33,$20,$20
6/19/23,runnation.com,On Cloud,10196,846,"$3,420",$60
6/19/23,runnation.com,Hoka,8850,553,"$2,816",$64
6/19/23,runnation.com,New Balance,5639,430,$910,$35
6/19/23,runnation.com,Nike,4858,385,$840,$30
6/19/23,runnation.com,Asics,4152,240,$385,$35
6/19/23,runnation.com,Brooks,3757,445,"$1,120",$40
6/19/23,runnation.com,Saucony,3729,308,$945,$45
6/19/23,runnation.com,Altra,2815,128,$320,$40
6/19/23,runnation.com,Adidas,2802,170,$484,$44
6/19/23,runnation.com,Mizuno,1016,55,$150,$50
6/19/23,runnation.com,Under Armour,466,22,$20,$20
6/20/23,runnation.com,On Cloud,11781,806,"$3,600",$60
6/20/23,runnation.com,Hoka,9733,865,"$4,615",$65
6/20/23,runnation.com,New Balance,5393,436,$875,$35
6/20/23,runnation.com,Saucony,4376,437,"$1,485",$45
6/20/23,runnation.com,Nike,4282,270,$570,$30
6/20/23,runnation.com,Asics,4245,184,$140,$35
6/20/23,runnation.com,Brooks,3317,353,"$1,120",$40
6/20/23,runnation.com,Altra,2846,204,$480,$40
6/20/23,runnation.com,Adidas,2805,170,$528,$44
6/20/23,runnation.com,Mizuno,921,38,$100,$50
6/20/23,runnation.com,Under Armour,492,35,$20,$20
6/21/23,runnation.com,Hoka,11814,856,"$4,575",$61
6/21/23,runnation.com,On Cloud,8932,962,"$3,000",$60
6/21/23,runnation.com,New Balance,5129,366,$560,$35
6/21/23,runnation.com,Nike,4926,277,$630,$30
6/21/23,runnation.com,Asics,4277,179,$315,$35
6/21/23,runnation.com,Brooks,3728,299,"$1,040",$40
6/21/23,runnation.com,Saucony,3607,303,$990,$45
6/21/23,runnation.com,Adidas,3481,259,$516,$43
6/21/23,runnation.com,Altra,2794,134,$280,$40
6/21/23,runnation.com,Mizuno,939,51,$150,$50
6/21/23,runnation.com,Under Armour,498,37,$40,$20
6/22/23,runnation.com,Hoka,10866,638,"$3,510",$65
6/22/23,runnation.com,On Cloud,10564,810,"$3,960",$60
6/22/23,runnation.com,New Balance,5871,352,$735,$35
6/22/23,runnation.com,Asics,4430,251,$245,$35
6/22/23,runnation.com,Nike,4026,337,$720,$30
6/22/23,runnation.com,Brooks,3743,415,"$1,120",$40
6/22/23,runnation.com,Saucony,3243,168,$585,$45
6/22/23,runnation.com,Adidas,2686,197,$546,$42
6/22/23,runnation.com,Altra,2504,144,$280,$40
6/22/23,runnation.com,Mizuno,833,45,$100,$50
6/22/23,runnation.com,Under Armour,500,28,$20,$20
6/23/23,runnation.com,Hoka,11704,809,"$3,717",$63
6/23/23,runnation.com,On Cloud,9814,768,"$3,600",$60
6/23/23,runnation.com,Nike,5030,301,$600,$30
6/23/23,runnation.com,Saucony,4950,325,"$1,080",$45
6/23/23,runnation.com,New Balance,4698,369,$630,$35
6/23/23,runnation.com,Asics,4263,259,$280,$35
6/23/23,runnation.com,Brooks,3651,345,$960,$40
6/23/23,runnation.com,Altra,2675,174,$320,$40
6/23/23,runnation.com,Adidas,2520,186,$572,$44
6/23/23,runnation.com,Mizuno,989,81,$150,$50
6/23/23,runnation.com,Under Armour,530,27,$20,$20
6/24/23,runnation.com,On Cloud,9087,861,"$4,320",$60
6/24/23,runnation.com,Hoka,9034,742,"$3,360",$70
6/24/23,runnation.com,New Balance,6447,494,$560,$35
6/24/23,runnation.com,Nike,4860,259,$510,$30
6/24/23,runnation.com,Asics,4293,283,$385,$35
6/24/23,runnation.com,Brooks,4083,348,"$1,240",$40
6/24/23,runnation.com,Saucony,3395,213,$765,$45
6/24/23,runnation.com,Adidas,3222,256,$630,$45
6/24/23,runnation.com,Altra,2602,159,$320,$40
6/24/23,runnation.com,Mizuno,1053,60,$100,$50
6/24/23,runnation.com,Under Armour,485,22,$20,$20
6/25/23,runnation.com,On Cloud,11695,912,"$3,000",$60
6/25/23,runnation.com,Hoka,10752,730,"$4,047",$71
6/25/23,runnation.com,New Balance,4869,300,$630,$35
6/25/23,runnation.com,Nike,4639,353,$690,$30
6/25/23,runnation.com,Saucony,4626,266,$765,$45
6/25/23,runnation.com,Asics,3845,262,$280,$35
6/25/23,runnation.com,Brooks,3235,357,"$1,120",$40
6/25/23,runnation.com,Adidas,3090,205,$588,$42
6/25/23,runnation.com,Altra,2651,139,$320,$40
6/25/23,runnation.com,Mizuno,820,46,$100,$50
